Nombre;Tipo;Valoración;Localización;Ciudad;Distancia;Cercanías;Descripción
Onefam Batlló;Albergue;0 de 5;Eixample;Barcelona;a 0,9 km del centro;;Onefam Batlló se encuentra en Barcelona, a 12 min a pie de Estación de metro Passeig de Gràcia, y ofrece habitaciones con aire acondicionado y salón de uso común.
The Loft House Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 1,2 km del centro;;The Loft House Barcelona is located just a two-minute walk from Gaudi's house La Pedrera.
Hola Hostal Eixample;Albergue;0 de 5;Eixample;Barcelona;a 1,3 km del centro;;El Hola Hostal Eixample, situado a 15 minutos a pie de Plaza Catalunya, dispone de solárium, bar privado, recepción abierta las 24 horas y habitaciones elegantes con aire acondicionado y WiFi...
HelloBCN Youth Hostel Barcelona;Albergue;1 de 5;Sants-Montjuïc;Barcelona;a 1,5 km del centro;;El Hellobcn Hostel Barcelona está situado en el centro de Barcelona, a 200 metros de la estación de metro Paral.lel.
Fabrizzios Terrace Hostel;Albergue;0 de 5;Eixample;Barcelona;a 0,7 km del centro;;El Fabrizzios Terrace, situado en el Eixample, a solo 10 minutos a pie de Plaza Cataluña, ofrece una terraza con tumbonas, mesas y una fuente. Hay conexión WiFi gratuita en las zonas comunes.
Factory Hostels Barcelona;Albergue;0 de 5;Gracia;Barcelona;a 3 km del centro;a 3 km del centro;El Factory Hostels Barcelona está situado a solo 200 metros del parque Güell y cuenta con biblioteca y terraza panorámica.
Padilla Private rooms;Albergue;0 de 5;Eixample;Barcelona;a 2,4 km del centro;;Gestionado por un particular
Private rooms near Parallel Av;Albergue;0 de 5;Ciutat Vella;Barcelona;a 1,3 km del centro;;Gestionado por un particular
Itaca Hostel;Albergue;0 de 5;Ciutat Vella;Barcelona;a 500 m del centro;;El Itaca Hostel está situado en una calle tranquila, a solo 1 minuto a pie de la catedral de Barcelona.
No Limit Hostel Graffiti;Albergue;0 de 5;Sant Martí;Barcelona;a 2,4 km del centro;a 2,4 km del centro;Graffiti is art! And our hostel, the canvas! Different street art styles combine across the walls of our rooms, reception and terrace to create this unique hostel: No Limit Graffiti.
No Limit Barcelona Central;Albergue;0 de 5;Eixample;Barcelona;a 0,6 km del centro;;El No Limit Barcelona Central, situado junto al famoso Paseo de Gracia de Barcelona, es un albergue moderno y elegante que ofrece habitaciones privadas y compartidas.
Hip Karma Hostel;Albergue;0 de 5;Eixample;Barcelona;a 0,7 km del centro;;El Hip Karma Hostel, ubicado en un edificio modernista tradicional, a 300 metros de la estación de metro de Urquinaona, es un pequeño albergue que ofrece WiFi gratuita de alta velocidad, taquillas...
BCN Cathedral inn;Albergue;0 de 5;Ciutat Vella;Barcelona;a 400 m del centro;;BCN Cathedral inn está muy bien situado en el barrio de Ciutat Vella, Barcelona, a 2,2 km de Platja del Somorrostro, a 2,3 km de Platja de la Barceloneta y a 6 min a pie de Plaza Cataluña.
Ideal Youth Hostel;Albergue;0 de 5;Ciutat Vella;Barcelona;a 0,9 km del centro;;El Ideal Youth Hostel se encuentra en Barcelona, a 50 metros de Las Ramblas, y alberga una terraza en la azotea con zona de relajación. Algunas habitaciones disponen de baño privado.
Bruc & Bruc;Albergue;0 de 5;Eixample;Barcelona;a 1,1 km del centro;;El Bruc & Bruc, situado en el centro de Barcelona, a solo 500 metros de la Pedrera de Gaudí, ofrece alojamiento con aire acondicionado, calefacción y conexión WiFi gratuita.
Piulet Hostel;Albergue;0 de 5;Eixample;Barcelona;a 1 km del centro;;Piulet Hostel es un alojamiento bien ubicado en Barcelona que ofrece salón de uso común, wifi gratis, terraza y habitaciones con aire acondicionado.
Double Private Rooms in Center City Metro L5-L1;Albergue;0 de 5;Eixample;Barcelona;a 1,5 km del centro;;Gestionado por un particular
Barcelona & You Hostel Sagrada Familia;Albergue;0 de 5;Eixample;Barcelona;a 1,9 km del centro;;A sólo 3 minutos a pie del mundo La famosa Sagrada Familia, Barcelona y You ofrece una experiencia única y memorable para su estancia en Barcelona.
Soul Backpackers Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 0,7 km del centro;;El albergue Soul Backpackers, situado a solo 5 minutos a pie del paseo de Gracia, ofrece habitaciones y cocina compartida con fogones, microondas y utensilios de cocina.
Onefam Ramblas;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 1,5 km del centro;;Este albergue moderno y luminoso se encuentra a 5 minutos a pie del puerto de Barcelona.
Hostelscat;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 3,3 km del centro;;El Hostelscat se encuentra en el centro de Barcelona, a 50 metros de la plaza de Sants. Ofrece conexión WiFi gratuita y habitaciones compartidas equipadas con aire acondicionado y calefacción.
Onefam Paralelo;Albergue;0 de 5;Sants-Montjuïc;Barcelona;a 1,7 km del centro;;El Onefam Paralelo se encuentra a 2 minutos a pie de la estación de metro de Paral·lel y ofrece cena gratuita todas las noches y terraza.
Rocket Hostels Gracia;Albergue;0 de 5;Gracia;Barcelona;a 3,1 km del centro;a 3,1 km del centro;El Rocket Hostels Gracia, situado a solo 5 minutos a pie del Parc Güell de Gaudí, ofrece habitaciones compartidas con conexión Wi-Fi gratuita. Cuenta con cafetería y cocina compartida.
Onefam Les Corts;Albergue;0 de 5;Les Corts;Barcelona;a 4 km del centro;a 4 km del centro;El Onefam Les Corts se encuentra en el barrio barcelonés de Les Corts, a solo 3 minutos a pie del estadio Camp Nou del FC Barcelona.
Bed & Art Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 450 m del centro;;El establecimiento Bed & Art goza de una ubicación ideal, a 5 minutos a pie de la plaza Cataluña.
Guest House Barcelona Bruc;Albergue;0 de 5;Eixample;Barcelona;a 0,9 km del centro;;Guest House Barcelona Bruc se encuentra en el centro de Barcelona, a 8 min a pie de Estación de metro Passeig de Gràcia, ydispone de habitaciones con aire acondicionado y wifi gratis.
Sleep Green - Certified Eco Youth Hostel;Albergue;0 de 5;Eixample;Barcelona;a 350 m del centro;;El Sleep Green - Eco Youth Hostel Barcelona está situado a 250 metros de la céntrica plaza Catalunya y de la parada del autobús del aeropuerto que se encuentra en la plaza Universitat.
Double Private Rooms FGC Padua;Albergue;0 de 5;Sarrià-Sant Gervasi;Barcelona;a 2,9 km del centro;a 2,9 km del centro;Gestionado por un particular
Sant Jordi Hostels Gracia;Albergue;0 de 5;Gracia;Barcelona;a 2 km del centro;;Número de registro AJ000535 El Sant Jordi Hostels Gracia es un albergue moderno y elegante situado en el bohemio barrio barcelonés de Gracia.
Sun & Moon Hostel;Albergue;0 de 5;Ciutat Vella;Barcelona;a 0,8 km del centro;;Este albergue es moderno y está ubicado en el centro de Barcelona, a solo 1 minuto a pie del famoso paseo de Las Ramblas. Ofrece alojamiento funcional con WiFi gratuita en las zonas comunes.
Alternative Creative Youth Hostel Barcelona;Albergue;0 de 5;Eixample;Barcelona;a 300 m del centro;;Este albergue juvenil se encuentra en el centro de Barcelona, a solo 200 metros de la plaza de Catalunya.
Bedcelona Hostel;Albergue;0 de 5;Gracia;Barcelona;a 2,5 km del centro;;Bedcelona Hostel, que se encuentra a 1,9 km de La Pedrera y a 2 km de Paseo de Gracia, ofrece habitaciones con aire acondicionado y baño privado en Barcelona.
Apartahotel Espai Verd Benimaclet;Hotel;3 de 5;Benimaclet;Valencia;a 2,6 km del centro;a 2,6 km del centro;Apartahotel Espai Verd Benimaclet está en Valencia y dispone de vistas a la ciudad y wifi gratis a 1,7 km de Jardines de Monforte y a 3,2 km de Jardín del Turia.
Resa Patacona;Hotel;2 de 5;Valencia;;a 4,5 km del centro;;Resa Patacona se encuentra en Valencia, a 7 min a pie de Playa de Patacona, y ofrece alojamiento con centro de fitness, parking privado, salón de uso común y terraza.
Hotel Nido Malvarrosa;Hotel;0 de 5;Poblados marítimos;Valencia;a 3,9 km del centro;a 3,9 km del centro;Hotel Nido Malvarrosa, que se encuentra a 10 min a pie de Playa de la Malvarrosa y a 2,3 km de Puerto de Valencia, ofrece habitaciones con aire acondicionado y baño privado en Valencia.
Hotel Villacarlos;Hotel;3 de 5;Camins al Grau;Valencia;a 1,9 km del centro;;El Hotel Villacarlos ofrece conexión Wi-Fi gratuita y goza de una ubicación ideal cerca de la Ciudad de las Artes y las Ciencias de Valencia.
ibis budget Valencia Centro Puerto;Hotel;1 de 5;Poblados marítimos;Valencia;a 3,7 km del centro;a 3,7 km del centro;Ibis budget Valencia Centro Puerto está muy bien situado en el barrio de Poblados marítimos, Valencia, a 17 min a pie de Playa de las Arenas, a 2,6 km de Playa de la Malvarrosa y a 6 min a pie de...
VLC HOST - Reina 168;Hotel;1 de 5;Poblados marítimos;Valencia;a 4,1 km del centro;a 4,1 km del centro;VLC HOST - Reina 168 se encuentra en el barrio de Poblados marítimos, en Valencia. Ofrece alojamiento de 1 estrella y habitaciones con wifi gratis.
Sweet Hotel Renasa;Hotel;3 de 5;El Pla del Real;Valencia;a 2 km del centro;;El Sweet Hotel Renasa está ubicado junto a la Universidad de Valencia y ofrece amplias y modernas habitaciones y un restaurante.
Hotel Olympia Universidades;Hotel;3 de 5;Benimaclet;Valencia;a 2,1 km del centro;a 2,1 km del centro;El Hotel Olympia Universidades ofrece habitaciones modernas y WiFi gratuita en todas sus instalaciones.
Hotel 19-30 Valencia;Hotel;2 de 5;Extramurs;Valencia;a 0,5 km del centro;;Hotel 19-30 Valencia es un alojamiento de 2 estrellas situado en Valencia, a 4 min a pie de Estación de tren del Norte y a 1,3 km de Church of Saint Nicolás.
NH Valencia Las Ciencias;Hotel;3 de 5;Quatre Carreres;Valencia;a 2,3 km del centro;;Este hotel goza de una ubicación idónea junto a la Ciudad de las Artes y las Ciencias de Valencia. Ofrece habitaciones contemporáneas con conexión WiFi gratuita y TV de pantalla plana.
Casual Natura Valencia;Hotel;1 de 5;Extramurs;Valencia;a 1,1 km del centro;;Casual Natura Valencia está muy bien situado en el barrio de Extramurs, Valencia, a 18 min a pie de Estación de tren del Norte, a 1,6 km de Museo Nacional de Cerámica y Artes Santuarias González Martí...
Hotel Valencia de la Música;Hotel;2 de 5;Ciutat Vella;Valencia;a 200 m del centro;;El Hotel Valencia de la Música está situado en el centro de Valencia y a solo 200 metros de la estación de tren principal y cuenta con habitaciones con aire acondicionado.
Hotel Arena Select;Hotel;3 de 5;Quatre Carreres;Valencia;a 2,6 km del centro;;Hotel Arena Select está muy bien situado en el barrio de Quatre Carreres, Valencia, a 19 min a pie de Oceanográfico, a 3,3 km de Estación de tren del Norte y a 3,6 km de Jardín del Turia.
Lindala;Hotel;0 de 5;Poblados marítimos;Valencia;a 3,7 km del centro;a 3,7 km del centro;El Lindala se encuentra en Valencia, a 1,4 km del puerto de Valencia, y ofrece habitaciones con aire acondicionado y bar.
Numa Valencia La Xerea;Hotel;4 de 5;Ciutat Vella;Valencia;a 0,6 km del centro;;Numa Valencia La Xerea está en el centro de Valencia, a 5 min a pie de Basílica de la Virgen de los Desamparados y a 400 metros de Museo Nacional de Cerámica y Artes Santuarias González Martí, y...
Hotel BESTPRICE Valencia;Hotel;2 de 5;Patraix;Valencia;a 1,5 km del centro;a 1,5 km del centro;Hotel BESTPRICE Valencia dispone de wifi gratis en todo el alojamiento y habitaciones con aire acondicionado en Valencia.
Livensa Living Studios - Valencia Viveros;Hotel;2 de 5;La Saïdia;Valencia;a 1,7 km del centro;a 1,7 km del centro;Gestionado por un particular
Sweet Hotel Continental;Hotel;2 de 5;Ciutat Vella;Valencia;a 150 m del centro;;El Hotel Continental se encuentra en el centro de Valencia, a 5 minutos a pie de la estación de tren Estació del Nord, junto a la plaza principal de la ciudad.
HQ Arena Hotel;Hotel;3 de 5;Quatre Carreres;Valencia;a 2,5 km del centro;;HQ Arena Hotel es un alojamiento de 3 estrellas que está en Valencia, a 1,7 km de Oceanográfico, y que tiene terraza. Se ofrece parking privado por un suplemento.
NUIT Hotel;Hotel;4 de 5;Olivereta;Valencia;a 2,3 km del centro;;Gestionado por un particular
Silken Puerta Valencia;Hotel;4 de 5;Camins al Grau;Valencia;a 1,8 km del centro;;El Silken Puerta Valencia se encuentra a 5 minutos a pie del estadio de Mestalla y a 15 minutos a pie de la Ciudad de las Artes y las Ciencias.
Casual Vintage Valencia;Hotel;2 de 5;Ciutat Vella;Valencia;a 150 m del centro;;El Casual Vintage Valencia ofrece WiFi gratuita en todas las instalaciones y se encuentra en Valencia. Las habitaciones tienen TV de pantalla plana y baño privado.
B&B HOTEL Valencia Ciudad de las Ciencias;Hotel;3 de 5;Quatre Carreres;Valencia;a 2,8 km del centro;;Este hotel está situado a unos 1,5 km de la impresionante Ciudad de las Artes y las Ciencias de Valencia y ofrece habitaciones modernas y WiFi gratuita. La recepción está abierta las 24 horas.
Hotel Conqueridor;Hotel;4 de 5;Extramurs;Valencia;a 450 m del centro;;El Hotel Conqueridor consta de dos edificios anexos que son el Hotel Conqueridor y el Boutique Hotel Petit Conqueridor, donde se encuentran las habitaciones económicas.
Apartamentos Rous - Solo adultos;Hotel;0 de 5;Rascanya;Valencia;a 2,4 km del centro;a 2,4 km del centro;Apartamentos Rous - Solo adultos está en Valencia, a 3,2 km de Jardines de Monforte, y dispone de salón de uso común, habitaciones libres de humo, wifi gratis en todo el alojamiento y terraza.
Turia Valencia;Hotel;4 de 5;Campanar;Valencia;a 1,6 km del centro;;El Hotel Turia se encuentra junto a la estación de autobuses de Valencia y a 350 metros de la estación de metro Turia.
Exe Rey Don Jaime;Hotel;4 de 5;Camins al Grau;Valencia;a 1,8 km del centro;;El Exe Rey Don Jaime se encuentra frente al Jardín del Turia y el Palau de la Música de Valencia. El establecimiento dispone de terraza en la azotea con piscina.
Sercotel Sorolla Palace;Hotel;4 de 5;Valencia;;a 3,6 km del centro;;El Sorolla Palace ofrece un alojamiento elegante ubicado a 50 metros del Palacio de Congresos de Valencia.
Hotel RH Sorolla Centro;Hotel;3 de 5;Ciutat Vella;Valencia;a 200 m del centro;;Este hotel se encuentra en una calle peatonal, a 200 metros de la estación de tren de Valencia y a solo 50 metros de la plaza del Ayuntamiento.
Novotel Valencia Lavant;Hotel;4 de 5;Campanar;Valencia;a 1,7 km del centro;;Novotel Valencia Lavant está muy bien situado en el barrio de Campanar, Valencia, a 17 min a pie de Church of Saint Nicolás, a 1,8 km de Basílica de la Virgen de los Desamparados y a 3,3 km de...
Arena Zone Hotel;Hotel;3 de 5;Quatre Carreres;Valencia;a 2,6 km del centro;;Arena Zone Hotel está muy bien situado en el barrio de Quatre Carreres, Valencia, a 1,7 km de Oceanográfico, a 3,3 km de Estación de tren del Norte y a 3,5 km de Jardín del Turia.
YOU & CO. J. Botánico Boutique;Hotel;3 de 5;Extramurs;Valencia;a 1 km del centro;;El Jardin Botanico Hotel Boutique se encuentra cerca del popular barrio del Carmen de Valencia. Este hotel elegante ofrece habitaciones con WiFi gratuita.
YOU & CO. Quart Boutique;Hotel;3 de 5;Extramurs;Valencia;a 1 km del centro;;YOU & CO. Quart Boutique está en Valencia, a 10 min a pie de Church of Saint Nicolás, y dispone de servicio de conserjería, habitaciones libres de humo, restaurante, wifi gratis en todo el alojamiento...
Venecia Plaza Centro;Hotel;2 de 5;Ciutat Vella;Valencia;a 100 m del centro;;El Venecia Plaza Centro está ubicado en la céntrica plaza del Ayuntamiento de Valencia, a 5 minutos a pie de la estación de tren Valencia-Norte.
NH Ciudad de Valencia;Hotel;3 de 5;Camins al Grau;Valencia;a 3 km del centro;;El NH Ciudad de Valencia está situado en un barrio tranquilo de la capital levantina, a 15 minutos a pie de la Ciudad de las Artes y las Ciencias y del puerto, donde se celebra la Copa América.
Blanq Marina Suites;Hotel;3 de 5;Camins al Grau;Valencia;a 3,3 km del centro;;Blanq Marina Suites está en el barrio de Camins al Grau, en Valencia, a 1,8 km de Playa de las Arenas y a 2,4 km de Playa de la Malvarrosa. Se ofrece wifi gratis en todo el alojamiento.
Hi Valencia Boutique;Hotel;1 de 5;Ciutat Vella;Valencia;a 0,6 km del centro;;Featuring free WiFi, Hi Valencia Boutique offers rooms in Valencia. Valencia´s Cathedral is 600 metres from the property, while the closest metro station is 4 minutes' walk away.
Numa Valencia El Carmen;Hotel;4 de 5;Ciutat Vella;Valencia;a 1 km del centro;;Numa Valencia El Carmen se encuentra en Valencia, a 5 min a pie de Church of Saint Nicolás y a 600 metros del centro, y ofrece alojamiento con aire acondicionado, wifi gratis y salón de uso común.
Holiday Inn Express Ciudad de las Ciencias by IHG;Hotel;3 de 5;Quatre Carreres;Valencia;a 2,6 km del centro;;El Express by Holiday Inn Ciudad de las Ciencias se encuentra a 5 minutos a pie de la Ciudad de las Artes y las Ciencias de Valencia. Ofrece WiFi gratuita y piscina exterior de temporada con tumbonas....
Port Feria Valencia;Hotel;4 de 5;Valencia;;a 5,5 km del centro;;El Port Feria Valencia, situado cerca del Centro de Convenciones Feria Valencia y muy cerca del centro de la ciudad, es la mejor opción para descubrir Valencia gracias a sus excelentes conexiones con...
